candidate_id,semantic_score,experience_score,skills_score,behavior_score,final_score
CAND_0003468,0.2713,0.8,0.0,0.2,0.2857
CAND_0019066,0.3614,0.3,0.0,0.4,0.2857
CAND_0010792,0.2114,1.0,0.0,0.2,0.2857
CAND_0007345,0.2714,1.0,0.0,0.0,0.2857
CAND_0019808,0.2415,0.7,0.0,0.4,0.2857
CAND_0010697,0.2414,0.7,0.0,0.4,0.2857
CAND_0004291,0.3014,0.7,0.0,0.2,0.2857
CAND_0003467,0.3014,0.3,0.0,0.6,0.2857
CAND_0013867,0.3014,0.7,0.0,0.2,0.2857
CAND_0011789,0.3014,0.7,0.0,0.2,0.2857
CAND_0014753,0.2114,1.0,0.0,0.2,0.2857
CAND_0011206,0.2113,1.0,0.0,0.2,0.2857
CAND_0014340,0.2714,0.8,0.0,0.2,0.2857
CAND_0015932,0.2411,0.7,0.0,0.4,0.2856
CAND_0000005,0.1811,0.7,0.0,0.6,0.2856
CAND_0003001,0.2112,0.8,0.0,0.4,0.2856
CAND_0016906,0.2113,1.0,0.0,0.2,0.2856
CAND_0016542,0.2712,1.0,0.0,0.0,0.2856
CAND_0003234,0.3012,0.3,0.3,0.2,0.2856
CAND_0008222,0.2111,1.0,0.0,0.2,0.2856
CAND_0010357,0.2813,0.3,0.2,0.4,0.2856
CAND_0008713,0.2112,1.0,0.0,0.2,0.2856
CAND_0002402,0.2109,1.0,0.0,0.2,0.2855
CAND_0001258,0.211,1.0,0.0,0.2,0.2855
CAND_0016707,0.3609,0.3,0.0,0.4,0.2855
CAND_0008804,0.211,1.0,0.0,0.2,0.2855
CAND_0000133,0.3211,0.7,0.1,0.0,0.2855
CAND_0007006,0.271,1.0,0.0,0.0,0.2855
CAND_0019698,0.2709,1.0,0.0,0.0,0.2855
CAND_0000699,0.331,0.8,0.0,0.0,0.2855
CAND_0001822,0.2111,1.0,0.0,0.2,0.2855
CAND_0003443,0.2109,1.0,0.0,0.2,0.2855
CAND_0009719,0.2711,1.0,0.0,0.0,0.2855
CAND_0008595,0.211,1.0,0.0,0.2,0.2855
CAND_0018599,0.2711,1.0,0.0,0.0,0.2855
CAND_0009397,0.2109,1.0,0.0,0.2,0.2855
CAND_0004684,0.2111,1.0,0.0,0.2,0.2855
CAND_0015314,0.2711,1.0,0.0,0.0,0.2855
CAND_0005350,0.2109,1.0,0.0,0.2,0.2855
CAND_0012294,0.2609,0.3,0.1,0.6,0.2854
CAND_0000818,0.2408,0.7,0.0,0.4,0.2854
CAND_0014825,0.3608,0.3,0.0,0.4,0.2854
CAND_0008917,0.2408,0.7,0.0,0.4,0.2854
CAND_0012040,0.3008,0.3,0.0,0.6,0.2854
CAND_0004540,0.2109,1.0,0.0,0.2,0.2854
CAND_0007000,0.2108,1.0,0.0,0.2,0.2854
CAND_0013855,0.2108,1.0,0.0,0.2,0.2854
CAND_0006933,0.2708,1.0,0.0,0.0,0.2854
CAND_0003652,0.2106,1.0,0.0,0.2,0.2853
CAND_0016631,0.3007,0.3,0.0,0.6,0.2853
CAND_0009634,0.2706,1.0,0.0,0.0,0.2853
CAND_0009721,0.2706,1.0,0.0,0.0,0.2853
CAND_0005292,0.3207,0.3,0.1,0.4,0.2853
CAND_0005154,0.3006,0.7,0.0,0.2,0.2853
CAND_0014642,0.2106,0.8,0.0,0.4,0.2853
CAND_0009370,0.2105,1.0,0.0,0.2,0.2853
CAND_0004670,0.2706,0.8,0.0,0.2,0.2853
CAND_0007424,0.3007,0.3,0.0,0.6,0.2853
CAND_0000906,0.3406,0.3,0.2,0.2,0.2853
CAND_0005932,0.3406,0.3,0.2,0.2,0.2853
CAND_0010093,0.2406,0.7,0.0,0.4,0.2853
CAND_0016969,0.2107,1.0,0.0,0.2,0.2853
CAND_0011251,0.2106,1.0,0.0,0.2,0.2853
CAND_0014145,0.3606,0.3,0.3,0.0,0.2853
CAND_0001892,0.2106,1.0,0.0,0.2,0.2853
CAND_0007997,0.3606,0.3,0.3,0.0,0.2853
CAND_0017897,0.2106,1.0,0.0,0.2,0.2853
CAND_0006163,0.2106,1.0,0.0,0.2,0.2853
CAND_0001724,0.2803,0.3,0.2,0.4,0.2852
CAND_0001606,0.2703,0.8,0.0,0.2,0.2852
CAND_0006792,0.3005,0.7,0.0,0.2,0.2852
CAND_0007188,0.2405,0.7,0.0,0.4,0.2852
CAND_0016065,0.3005,0.7,0.0,0.2,0.2852
CAND_0012730,0.3205,0.3,0.1,0.4,0.2852
CAND_0000870,0.2705,1.0,0.0,0.0,0.2852
CAND_0012715,0.2405,0.7,0.0,0.4,0.2852
CAND_0006449,0.2701,0.8,0.0,0.2,0.2851
CAND_0004589,0.2401,0.7,0.0,0.4,0.2851
CAND_0014506,0.2103,1.0,0.0,0.2,0.2851
CAND_0004234,0.3002,0.3,0.0,0.6,0.2851
CAND_0019380,0.2103,0.8,0.0,0.4,0.2851
CAND_0014727,0.2703,0.8,0.0,0.2,0.2851
CAND_0017921,0.3002,0.3,0.0,0.6,0.2851
CAND_0015229,0.2702,0.8,0.0,0.2,0.2851
CAND_0016977,0.2703,0.8,0.0,0.2,0.2851
CAND_0014779,0.2702,1.0,0.0,0.0,0.2851
CAND_0019107,0.2102,1.0,0.0,0.2,0.2851
CAND_0005472,0.3402,0.3,0.2,0.2,0.2851
CAND_0013551,0.3599,0.3,0.0,0.4,0.285
CAND_0016437,0.27,1.0,0.0,0.0,0.285
CAND_0018488,0.21,1.0,0.0,0.2,0.285
CAND_0014947,0.2699,0.8,0.0,0.2,0.285
CAND_0017560,0.2399,0.7,0.0,0.4,0.285
CAND_0008973,0.27,0.8,0.0,0.2,0.285
CAND_0009132,0.27,1.0,0.0,0.0,0.285
CAND_0009579,0.2101,1.0,0.0,0.2,0.285
CAND_0016954,0.21,1.0,0.0,0.2,0.285
CAND_0011321,0.3401,0.3,0.2,0.2,0.285
CAND_0006762,0.1799,0.7,0.0,0.6,0.2849
CAND_0012835,0.2898,0.8,0.1,0.0,0.2849
CAND_0015423,0.2998,0.3,0.0,0.6,0.2849
CAND_0011572,0.2698,1.0,0.0,0.0,0.2849
CAND_0011390,0.2797,0.7,0.2,0.0,0.2849
CAND_0012729,0.3397,0.3,0.2,0.2,0.2849
CAND_0000496,0.2399,0.7,0.0,0.4,0.2849
CAND_0009092,0.2697,1.0,0.0,0.0,0.2848
CAND_0005706,0.3595,0.3,0.0,0.4,0.2848
CAND_0012031,0.2395,0.7,0.0,0.4,0.2848
CAND_0017101,0.3197,0.3,0.1,0.4,0.2848
CAND_0016507,0.2096,1.0,0.0,0.2,0.2848
CAND_0018233,0.2397,0.7,0.0,0.4,0.2848
CAND_0003088,0.2697,1.0,0.0,0.0,0.2848
CAND_0012064,0.1495,1.0,0.0,0.4,0.2848
CAND_0012158,0.3597,0.7,0.0,0.0,0.2848
CAND_0001869,0.3197,0.3,0.1,0.4,0.2848
CAND_0013605,0.2696,1.0,0.0,0.0,0.2848
CAND_0010249,0.2795,0.7,0.2,0.0,0.2848
CAND_0003310,0.3394,0.3,0.2,0.2,0.2847
CAND_0018374,0.2693,1.0,0.0,0.0,0.2847
CAND_0019813,0.2693,1.0,0.0,0.0,0.2847
CAND_0004257,0.2693,0.8,0.0,0.2,0.2847
CAND_0007251,0.3593,0.3,0.0,0.4,0.2847
CAND_0004515,0.2694,1.0,0.0,0.0,0.2847
CAND_0011858,0.2093,1.0,0.0,0.2,0.2847
CAND_0008682,0.2994,0.7,0.0,0.2,0.2847
CAND_0001170,0.2993,0.7,0.0,0.2,0.2847
CAND_0014017,0.2094,1.0,0.0,0.2,0.2847
CAND_0002739,0.2995,0.3,0.0,0.6,0.2847
CAND_0005225,0.2094,1.0,0.0,0.2,0.2847
CAND_0014053,0.2391,0.7,0.0,0.4,0.2846
CAND_0005124,0.2992,0.7,0.0,0.2,0.2846
CAND_0005070,0.2091,1.0,0.0,0.2,0.2846
CAND_0003277,0.2092,1.0,0.0,0.2,0.2846
CAND_0017163,0.2092,0.8,0.0,0.4,0.2846
CAND_0010780,0.2092,1.0,0.0,0.2,0.2846
CAND_0015915,0.2693,1.0,0.0,0.0,0.2846
CAND_0014120,0.2393,0.7,0.0,0.4,0.2846
CAND_0009749,0.2692,0.8,0.0,0.2,0.2846
CAND_0016504,0.1492,1.0,0.0,0.4,0.2846
CAND_0017311,0.3291,0.8,0.0,0.0,0.2846
CAND_0014614,0.2093,1.0,0.0,0.2,0.2846
CAND_0006845,0.2691,1.0,0.0,0.0,0.2845
CAND_0010128,0.2691,1.0,0.0,0.0,0.2845
CAND_0011343,0.269,0.8,0.0,0.2,0.2845
CAND_0012116,0.269,1.0,0.0,0.0,0.2845
CAND_0005744,0.239,0.7,0.0,0.4,0.2845
CAND_0019821,0.2089,0.8,0.0,0.4,0.2845
CAND_0000427,0.2991,0.3,0.0,0.6,0.2845
CAND_0007964,0.2089,1.0,0.0,0.2,0.2845
CAND_0004560,0.2689,0.8,0.0,0.2,0.2845
CAND_0017224,0.2689,0.8,0.0,0.2,0.2845
CAND_0012326,0.2287,1.0,0.1,0.0,0.2844
CAND_0008775,0.2088,1.0,0.0,0.2,0.2844
CAND_0012173,0.2688,0.8,0.0,0.2,0.2844
CAND_0007961,0.2088,1.0,0.0,0.2,0.2844
CAND_0013150,0.2088,1.0,0.0,0.2,0.2844
CAND_0003132,0.2088,1.0,0.0,0.2,0.2844
CAND_0004063,0.2689,1.0,0.0,0.0,0.2844
CAND_0005817,0.2989,0.3,0.0,0.6,0.2844
CAND_0016884,0.2988,0.7,0.0,0.2,0.2844
CAND_0009946,0.1687,0.8,0.1,0.4,0.2843
CAND_0013381,0.2686,1.0,0.0,0.0,0.2843
CAND_0008027,0.2986,0.7,0.0,0.2,0.2843
CAND_0004720,0.1787,0.7,0.0,0.6,0.2843
CAND_0013932,0.2685,1.0,0.0,0.0,0.2843
CAND_0014280,0.2685,1.0,0.0,0.0,0.2843
CAND_0001962,0.2685,1.0,0.0,0.0,0.2843
CAND_0011783,0.1986,0.7,0.1,0.4,0.2843
CAND_0000127,0.2285,1.0,0.1,0.0,0.2843
CAND_0007678,0.2684,1.0,0.0,0.0,0.2842
CAND_0011429,0.2683,1.0,0.0,0.0,0.2842
CAND_0016138,0.2983,0.7,0.0,0.2,0.2842
CAND_0019834,0.2084,1.0,0.0,0.2,0.2842
CAND_0011545,0.2385,0.3,0.0,0.8,0.2842
CAND_0003711,0.2684,1.0,0.0,0.0,0.2842
CAND_0001673,0.3385,0.3,0.2,0.2,0.2842
CAND_0002595,0.2984,0.3,0.0,0.6,0.2842
CAND_0013311,0.3384,0.3,0.2,0.2,0.2842
CAND_0014451,0.3384,0.3,0.2,0.2,0.2842
CAND_0009440,0.2985,0.7,0.0,0.2,0.2842
CAND_0011397,0.2684,1.0,0.0,0.0,0.2842
CAND_0014704,0.3584,0.3,0.3,0.0,0.2842
CAND_0010201,0.2681,1.0,0.0,0.0,0.2841
CAND_0016548,0.2982,0.7,0.0,0.2,0.2841
CAND_0012047,0.2681,1.0,0.0,0.0,0.2841
CAND_0005793,0.2681,0.8,0.0,0.2,0.2841
CAND_0001570,0.1482,1.0,0.0,0.4,0.2841
CAND_0000759,0.1483,1.0,0.0,0.4,0.2841
CAND_0014902,0.2083,1.0,0.0,0.2,0.2841
CAND_0001536,0.2982,0.7,0.0,0.2,0.2841
CAND_0003853,0.2983,0.7,0.0,0.2,0.2841
CAND_0018350,0.2682,0.8,0.0,0.2,0.2841
CAND_0014062,0.2079,0.8,0.0,0.4,0.284
CAND_0008104,0.3181,0.7,0.1,0.0,0.284
CAND_0007918,0.2679,1.0,0.0,0.0,0.284
CAND_0000835,0.2079,1.0,0.0,0.2,0.284
CAND_0015535,0.2081,0.8,0.0,0.4,0.284
CAND_0008148,0.268,1.0,0.0,0.0,0.284
CAND_0013989,0.238,0.7,0.0,0.4,0.284
CAND_0010229,0.208,1.0,0.0,0.2,0.284
CAND_0016250,0.208,1.0,0.0,0.2,0.284
CAND_0015627,0.2678,0.8,0.0,0.2,0.2839
CAND_0017180,0.2978,0.3,0.3,0.2,0.2839
CAND_0005963,0.2977,0.3,0.0,0.6,0.2839
CAND_0014061,0.2078,1.0,0.0,0.2,0.2839
CAND_0006028,0.3279,0.8,0.0,0.0,0.2839
CAND_0013895,0.2379,0.7,0.0,0.4,0.2839
CAND_0012110,0.2977,0.7,0.0,0.2,0.2839
CAND_0004847,0.2978,0.3,0.0,0.6,0.2839
CAND_0012944,0.2679,1.0,0.0,0.0,0.2839
CAND_0009625,0.2078,1.0,0.0,0.2,0.2839
CAND_0002949,0.2078,1.0,0.0,0.2,0.2839
CAND_0019642,0.2376,0.7,0.0,0.4,0.2838
CAND_0019129,0.2977,0.7,0.0,0.2,0.2838
CAND_0012050,0.2376,0.7,0.0,0.4,0.2838
CAND_0019851,0.1775,0.7,0.0,0.6,0.2838
CAND_0003140,0.2675,1.0,0.0,0.0,0.2838
CAND_0007732,0.2976,0.7,0.0,0.2,0.2838
CAND_0006883,0.2076,1.0,0.0,0.2,0.2838
CAND_0004067,0.2376,0.7,0.0,0.4,0.2838
CAND_0017291,0.2077,1.0,0.0,0.2,0.2838
CAND_0017208,0.2375,0.3,0.0,0.8,0.2838
CAND_0019523,0.2076,1.0,0.0,0.2,0.2838
CAND_0006251,0.2975,0.7,0.0,0.2,0.2838
CAND_0016624,0.2774,0.3,0.2,0.4,0.2837
CAND_0012826,0.2673,1.0,0.0,0.0,0.2837
CAND_0018331,0.2673,1.0,0.0,0.0,0.2837
CAND_0006396,0.2975,0.7,0.0,0.2,0.2837
CAND_0006488,0.2374,0.7,0.0,0.4,0.2837
CAND_0019658,0.2675,0.8,0.0,0.2,0.2837
CAND_0008678,0.2973,0.7,0.0,0.2,0.2836
CAND_0010294,0.2673,1.0,0.0,0.0,0.2836
CAND_0012228,0.2072,1.0,0.0,0.2,0.2836
CAND_0017085,0.2371,0.7,0.0,0.4,0.2836
CAND_0002237,0.2671,1.0,0.0,0.0,0.2836
CAND_0018208,0.2672,0.8,0.0,0.2,0.2836
CAND_0001681,0.1472,1.0,0.0,0.4,0.2836
CAND_0004757,0.2671,1.0,0.0,0.0,0.2836
CAND_0007672,0.2771,0.3,0.2,0.4,0.2836
CAND_0006287,0.2672,1.0,0.0,0.0,0.2836
CAND_0015824,0.2673,1.0,0.0,0.0,0.2836
CAND_0009195,0.267,0.8,0.0,0.2,0.2835
CAND_0014356,0.2669,1.0,0.0,0.0,0.2835
CAND_0013495,0.3369,0.3,0.2,0.2,0.2835
CAND_0006290,0.257,0.7,0.1,0.2,0.2835
CAND_0014757,0.2971,0.3,0.0,0.6,0.2835
CAND_0012175,0.2869,0.8,0.1,0.0,0.2835
CAND_0012020,0.2668,1.0,0.0,0.0,0.2834
CAND_0016366,0.2668,0.8,0.0,0.2,0.2834
CAND_0014791,0.2067,1.0,0.0,0.2,0.2834
CAND_0017359,0.2567,0.7,0.1,0.2,0.2834
CAND_0003964,0.2668,1.0,0.0,0.0,0.2834
CAND_0001665,0.2668,1.0,0.0,0.0,0.2834
CAND_0009145,0.2369,0.7,0.0,0.4,0.2834
CAND_0004056,0.2668,1.0,0.0,0.0,0.2834
CAND_0014402,0.2568,0.7,0.1,0.2,0.2834
CAND_0018372,0.1469,1.0,0.0,0.4,0.2834
CAND_0017237,0.2068,1.0,0.0,0.2,0.2834
CAND_0013940,0.3167,0.3,0.1,0.4,0.2834
CAND_0016475,0.2965,0.3,0.0,0.6,0.2833
CAND_0005745,0.2567,0.7,0.1,0.2,0.2833
CAND_0019801,0.2965,0.7,0.0,0.2,0.2833
CAND_0012441,0.2967,0.7,0.0,0.2,0.2833
CAND_0015688,0.3166,0.3,0.1,0.4,0.2833
CAND_0007943,0.2665,1.0,0.0,0.0,0.2833
CAND_0012240,0.2066,1.0,0.0,0.2,0.2833
CAND_0019205,0.2366,0.7,0.0,0.4,0.2833
CAND_0010284,0.2067,1.0,0.0,0.2,0.2833
CAND_0012768,0.3566,0.3,0.0,0.4,0.2833
CAND_0009591,0.2966,0.3,0.0,0.6,0.2833
CAND_0014405,0.2665,1.0,0.0,0.0,0.2832
CAND_0002200,0.2664,0.8,0.0,0.2,0.2832
CAND_0003208,0.2964,0.7,0.0,0.2,0.2832
CAND_0017522,0.3965,0.3,0.2,0.0,0.2832
CAND_0004172,0.2664,1.0,0.0,0.0,0.2832
CAND_0018238,0.2064,1.0,0.0,0.2,0.2832
CAND_0003181,0.2663,1.0,0.0,0.0,0.2832
CAND_0004871,0.2063,1.0,0.0,0.2,0.2831
CAND_0013244,0.2663,1.0,0.0,0.0,0.2831
CAND_0002846,0.2663,1.0,0.0,0.0,0.2831
CAND_0002852,0.2662,1.0,0.0,0.0,0.2831
CAND_0014680,0.3262,0.8,0.0,0.0,0.2831
CAND_0002703,0.2062,1.0,0.0,0.2,0.2831
CAND_0017840,0.2062,1.0,0.0,0.2,0.2831
CAND_0002427,0.2063,1.0,0.0,0.2,0.2831
CAND_0000952,0.2061,1.0,0.0,0.2,0.2831
CAND_0016908,0.296,0.7,0.0,0.2,0.283
CAND_0010001,0.266,1.0,0.0,0.0,0.283
CAND_0012963,0.2359,0.7,0.0,0.4,0.283
CAND_0007600,0.1759,0.7,0.0,0.6,0.283
CAND_0000399,0.356,0.3,0.3,0.0,0.283
CAND_0006444,0.2959,0.3,0.0,0.6,0.2829
CAND_0011426,0.2558,0.3,0.1,0.6,0.2829
CAND_0011631,0.2658,1.0,0.0,0.0,0.2829
CAND_0001184,0.2657,1.0,0.0,0.0,0.2829
CAND_0014896,0.2057,1.0,0.0,0.2,0.2829
CAND_0007016,0.2658,1.0,0.0,0.0,0.2829
CAND_0007512,0.2657,0.8,0.0,0.2,0.2829
CAND_0002009,0.2958,0.3,0.0,0.6,0.2829
CAND_0006055,0.2357,0.7,0.0,0.4,0.2829
CAND_0006016,0.2658,1.0,0.0,0.0,0.2829
CAND_0010689,0.3359,0.3,0.2,0.2,0.2829
CAND_0007954,0.2258,1.0,0.1,0.0,0.2829
CAND_0014071,0.2656,0.8,0.0,0.2,0.2828
CAND_0002745,0.2056,1.0,0.0,0.2,0.2828
CAND_0019895,0.2656,0.8,0.0,0.2,0.2828
CAND_0014870,0.2957,0.7,0.0,0.2,0.2828
CAND_0005769,0.2656,1.0,0.0,0.0,0.2828
CAND_0014515,0.2355,0.7,0.0,0.4,0.2828
CAND_0012545,0.2356,0.7,0.0,0.4,0.2828
CAND_0002682,0.2654,1.0,0.0,0.0,0.2827
CAND_0010524,0.2954,0.3,0.0,0.6,0.2827
CAND_0006771,0.3553,0.7,0.0,0.0,0.2827
CAND_0018262,0.2955,0.7,0.0,0.2,0.2827
CAND_0018398,0.2354,0.7,0.0,0.4,0.2827
CAND_0000403,0.2654,1.0,0.0,0.0,0.2827
CAND_0016870,0.2653,0.8,0.0,0.2,0.2827
CAND_0004292,0.2654,1.0,0.0,0.0,0.2827
CAND_0005487,0.2054,1.0,0.0,0.2,0.2827
CAND_0007002,0.2054,1.0,0.0,0.2,0.2827
CAND_0014612,0.2651,1.0,0.0,0.0,0.2826
CAND_0018747,0.2353,0.7,0.0,0.4,0.2826
CAND_0016349,0.2052,1.0,0.0,0.2,0.2826
CAND_0005059,0.2353,0.7,0.0,0.4,0.2826
CAND_0012517,0.3553,0.3,0.0,0.4,0.2826
CAND_0008312,0.265,1.0,0.0,0.0,0.2825
CAND_0006070,0.205,1.0,0.0,0.2,0.2825
CAND_0004935,0.265,1.0,0.0,0.0,0.2825
CAND_0001121,0.2149,0.3,0.2,0.6,0.2825
CAND_0014985,0.3549,0.3,0.0,0.4,0.2825
CAND_0011167,0.3551,0.3,0.0,0.4,0.2825
CAND_0015384,0.265,1.0,0.0,0.0,0.2825
CAND_0011416,0.205,1.0,0.0,0.2,0.2825
CAND_0004201,0.205,1.0,0.0,0.2,0.2825
CAND_0008263,0.2049,1.0,0.0,0.2,0.2825
CAND_0009418,0.2049,1.0,0.0,0.2,0.2824
CAND_0008694,0.2347,0.7,0.0,0.4,0.2824
CAND_0010793,0.2047,1.0,0.0,0.2,0.2824
CAND_0014380,0.2948,0.3,0.0,0.6,0.2824
CAND_0004171,0.2648,1.0,0.0,0.0,0.2824
CAND_0008142,0.2247,0.8,0.1,0.2,0.2824
CAND_0001401,0.2949,0.7,0.0,0.2,0.2824
CAND_0003900,0.2948,0.3,0.0,0.6,0.2824
CAND_0011312,0.2648,1.0,0.0,0.0,0.2824
CAND_0018132,0.2047,1.0,0.0,0.2,0.2824
CAND_0018657,0.2049,1.0,0.0,0.2,0.2824
CAND_0006867,0.2549,0.7,0.1,0.2,0.2824
CAND_0001952,0.2348,0.7,0.0,0.4,0.2824
CAND_0000065,0.2948,0.7,0.0,0.2,0.2824
CAND_0003042,0.2646,0.8,0.0,0.2,0.2823
CAND_0011422,0.2046,1.0,0.0,0.2,0.2823
CAND_0010767,0.2046,1.0,0.0,0.2,0.2823
CAND_0011186,0.2947,0.7,0.0,0.2,0.2823
CAND_0008509,0.2646,1.0,0.0,0.0,0.2823
CAND_0001988,0.2045,1.0,0.0,0.2,0.2823
CAND_0014561,0.2946,0.3,0.3,0.2,0.2823
CAND_0013801,0.2046,1.0,0.0,0.2,0.2823
CAND_0001178,0.2647,1.0,0.0,0.0,0.2823
CAND_0019554,0.1443,1.0,0.0,0.4,0.2822
CAND_0012412,0.2544,0.7,0.1,0.2,0.2822
CAND_0001682,0.2644,0.8,0.0,0.2,0.2822
CAND_0004762,0.2645,0.8,0.0,0.2,0.2822
CAND_0019367,0.2644,1.0,0.0,0.0,0.2822
CAND_0019191,0.2645,1.0,0.0,0.0,0.2822
CAND_0019087,0.2644,1.0,0.0,0.0,0.2822
CAND_0009782,0.2644,1.0,0.0,0.0,0.2822
CAND_0007183,0.2044,1.0,0.0,0.2,0.2822
CAND_0019819,0.2644,1.0,0.0,0.0,0.2822
CAND_0007899,0.2643,1.0,0.0,0.0,0.2822
CAND_0004895,0.1444,1.0,0.0,0.4,0.2822
CAND_0005994,0.2345,0.7,0.0,0.4,0.2822
CAND_0007780,0.2043,1.0,0.0,0.2,0.2822
CAND_0004253,0.2543,0.3,0.1,0.6,0.2822
CAND_0011515,0.2044,1.0,0.0,0.2,0.2822
CAND_0011805,0.2343,0.7,0.0,0.4,0.2822
CAND_0005746,0.2043,1.0,0.0,0.2,0.2822
CAND_0014990,0.2043,1.0,0.0,0.2,0.2821
CAND_0017568,0.2943,0.7,0.0,0.2,0.2821
CAND_0006316,0.2342,0.7,0.0,0.4,0.2821
CAND_0000567,0.2641,0.8,0.0,0.2,0.2821
CAND_0002776,0.2042,1.0,0.0,0.2,0.2821
CAND_0019673,0.3542,0.3,0.0,0.4,0.2821
CAND_0010592,0.2641,0.8,0.0,0.2,0.2821
CAND_0003585,0.2642,1.0,0.0,0.0,0.2821
CAND_0016842,0.2942,0.7,0.0,0.2,0.2821
CAND_0001531,0.2643,1.0,0.0,0.0,0.2821
CAND_0012818,0.2642,0.8,0.0,0.2,0.2821
CAND_0012268,0.2642,0.8,0.0,0.2,0.2821
CAND_0007911,0.2643,1.0,0.0,0.0,0.2821
CAND_0015301,0.2643,1.0,0.0,0.0,0.2821
CAND_0010430,0.354,0.3,0.0,0.4,0.282
CAND_0012433,0.224,1.0,0.1,0.0,0.282
CAND_0017050,0.294,0.7,0.0,0.2,0.282
CAND_0017727,0.2641,0.8,0.0,0.2,0.282
CAND_0013492,0.2339,0.3,0.0,0.8,0.282
CAND_0000425,0.354,0.7,0.0,0.0,0.282
CAND_0014863,0.264,1.0,0.0,0.0,0.282
CAND_0003108,0.2339,0.7,0.0,0.4,0.282
CAND_0002686,0.2339,0.7,0.0,0.4,0.282
CAND_0018506,0.334,0.3,0.2,0.2,0.282
CAND_0007649,0.2639,1.0,0.0,0.0,0.2819
CAND_0013735,0.2038,1.0,0.0,0.2,0.2819
CAND_0002754,0.3539,0.7,0.0,0.0,0.2819
CAND_0006298,0.2038,1.0,0.0,0.2,0.2819
CAND_0000753,0.2037,1.0,0.0,0.2,0.2819
CAND_0007532,0.2938,0.3,0.0,0.6,0.2819
CAND_0003566,0.3537,0.3,0.0,0.4,0.2819
CAND_0012030,0.2038,1.0,0.0,0.2,0.2819
CAND_0011483,0.2337,0.7,0.0,0.4,0.2819
CAND_0018926,0.2638,0.8,0.0,0.2,0.2819
CAND_0004750,0.2636,0.8,0.0,0.2,0.2818
CAND_0007380,0.2036,1.0,0.0,0.2,0.2818
CAND_0003967,0.2537,0.3,0.1,0.6,0.2818
CAND_0019650,0.3536,0.3,0.0,0.4,0.2818
CAND_0010413,0.2036,1.0,0.0,0.2,0.2818
CAND_0007106,0.2637,1.0,0.0,0.0,0.2818
CAND_0013780,0.1436,1.0,0.0,0.4,0.2818
CAND_0011498,0.2935,0.7,0.0,0.2,0.2818
CAND_0014517,0.2636,1.0,0.0,0.0,0.2818
CAND_0018194,0.2635,1.0,0.0,0.0,0.2818
CAND_0014026,0.2337,0.7,0.0,0.4,0.2818
CAND_0011016,0.2936,0.7,0.0,0.2,0.2818
CAND_0016124,0.2636,1.0,0.0,0.0,0.2818
CAND_0008375,0.3536,0.3,0.3,0.0,0.2818
CAND_0008730,0.2334,0.7,0.0,0.4,0.2817
CAND_0000755,0.2635,1.0,0.0,0.0,0.2817
CAND_0002061,0.2934,0.7,0.0,0.2,0.2817
CAND_0014903,0.1434,1.0,0.0,0.4,0.2817
CAND_0012816,0.2035,1.0,0.0,0.2,0.2817
CAND_0015995,0.2934,0.3,0.0,0.6,0.2817
CAND_0011394,0.2935,0.7,0.0,0.2,0.2817
CAND_0013209,0.2633,0.8,0.0,0.2,0.2817
CAND_0011278,0.2035,1.0,0.0,0.2,0.2817
CAND_0011609,0.1434,1.0,0.0,0.4,0.2817
CAND_0008200,0.2033,1.0,0.0,0.2,0.2817
CAND_0008735,0.2632,0.8,0.0,0.2,0.2816
CAND_0017228,0.2631,1.0,0.0,0.0,0.2816
CAND_0005419,0.2033,1.0,0.0,0.2,0.2816
CAND_0018463,0.2633,1.0,0.0,0.0,0.2816
CAND_0002281,0.2032,1.0,0.0,0.2,0.2816
CAND_0006311,0.2032,1.0,0.0,0.2,0.2816
CAND_0004011,0.1432,1.0,0.0,0.4,0.2816
CAND_0007152,0.2932,0.3,0.0,0.6,0.2816
CAND_0007095,0.2631,0.8,0.0,0.2,0.2816
CAND_0016289,0.3333,0.3,0.2,0.2,0.2816
CAND_0004230,0.2331,0.7,0.0,0.4,0.2816
CAND_0001068,0.2932,0.3,0.0,0.6,0.2816
CAND_0013533,0.353,0.3,0.3,0.0,0.2815
CAND_0015075,0.293,0.7,0.0,0.2,0.2815
CAND_0014142,0.203,1.0,0.0,0.2,0.2815
CAND_0013377,0.293,0.7,0.0,0.2,0.2815
CAND_0010916,0.2329,0.7,0.0,0.4,0.2815
CAND_0008181,0.293,0.3,0.0,0.6,0.2815
CAND_0019521,0.2531,0.7,0.1,0.2,0.2815
CAND_0009275,0.2631,1.0,0.0,0.0,0.2815
CAND_0006366,0.263,1.0,0.0,0.0,0.2815
CAND_0005763,0.183,1.0,0.2,0.0,0.2815
CAND_0003380,0.293,0.7,0.0,0.2,0.2815
CAND_0009735,0.2831,0.8,0.1,0.0,0.2815
CAND_0003375,0.203,1.0,0.0,0.2,0.2815
CAND_0015922,0.2627,1.0,0.0,0.0,0.2814
CAND_0008424,0.2928,0.7,0.0,0.2,0.2814
CAND_0019194,0.3528,0.3,0.0,0.4,0.2814
CAND_0015246,0.3528,0.3,0.3,0.0,0.2814
CAND_0004700,0.2027,1.0,0.0,0.2,0.2814
CAND_0013274,0.2627,0.8,0.0,0.2,0.2814
CAND_0000248,0.2028,0.8,0.0,0.4,0.2814
CAND_0000875,0.2728,0.3,0.2,0.4,0.2814
